frequency,num_pairs,datamgmt/cpu_mean,datamgmt/cpu_median,datamgmt/cpu_std,datamgmt/cpu_mad,structural/cpu_mean,structural/cpu_median,structural/cpu_std,structural/cpu_mad,continuous/cpu_mean,continuous/cpu_median,continuous/cpu_std,continuous/cpu_mad,neo4j/cpu_mean,neo4j/cpu_median,neo4j/cpu_std,neo4j/cpu_mad,influxdb/cpu_mean,influxdb/cpu_median,influxdb/cpu_std,influxdb/cpu_mad,ros2talker/cpu_mean,ros2talker/cpu_median,ros2talker/cpu_std,ros2talker/cpu_mad,ros2listener/cpu_mean,ros2listener/cpu_median,ros2listener/cpu_std,ros2listener/cpu_mad,stream/cpu_mean,stream/cpu_median,stream/cpu_std,stream/cpu_mad,ros2/cpu_mean,ros2/cpu_median,ros2/cpu_std,ros2/cpu_mad
20,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0070509786885245875,0.005409250000000299,0.004882329484414316,0.0005047000000004695,0.0017528950819672147,0.0016924000000000383,0.0003622849424959823,0.00010429999999992388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008803873770491803,0.0071016500000003376,0.005244614426910299,0.0006090000000003934,0.0,0.0,0.0,0.0
20,10,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.004747263333333365,0.004717400000001248,0.0006004491337936467,0.00024279999999805586,0.0018090666666666644,0.001731200000000399,0.00037417559129502344,7.170000000087371e-05,0.049116666666666677,0.05,0.0019424808951579741,0.0010000000000001535,0.03231666666666667,0.03300000000000001,0.0020380655730258624,0.0010000000000000217,0.0065563300000000295,0.006448600000001647,0.0009746247250886702,0.00031449999999892957,0.08143333333333334,0.08300000000000002,0.003980546468183837,0.0020000000000001752
20,20,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.004504400000000052,0.004602699999998095,0.00032225740639006803,0.0001963000000046117,0.001798359999999993,0.001729500000000428,0.00034996654673564526,0.00012229999999959764,0.10586666666666665,0.10700000000000003,0.0032249574682654447,0.00199999999999996,0.06763333333333335,0.06899999999999977,0.0024709888890899405,0.00199999999999996,0.006302760000000044,0.0063321999999985225,0.0006722239531257133,0.00031860000000420935,0.1735,0.1759999999999998,0.005695946357355385,0.00399999999999992
20,30,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.003957373333333293,0.004034899999999198,0.0002357027579877768,0.00016339999999672675,0.0017886533333333434,0.001700800000000413,0.0003840971219016947,9.430000000065775e-05,0.15058333333333332,0.1530000000000001,0.00403629066277906,0.0030000000000001137,0.10314999999999999,0.10399999999999991,0.005057241019855106,0.003999999999999906,0.005746026666666636,0.005735699999999611,0.0006197998798894715,0.0002576999999973845,0.2537333333333333,0.257,0.009093531682634166,0.00700000000000002
20,40,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0038286816666667773,0.003937099999996007,0.0003373633867020191,0.00025259999999889234,0.0017935216666666064,0.0017063000000007377,0.0004984495522427306,0.00011429999999563751,0.2078666666666667,0.21000000000000085,0.006525855602914211,0.004999999999999727,0.1484333333333333,0.1519999999999982,0.005661191932536574,0.003999999999996368,0.0056222033333333836,0.0056433999999967455,0.0008358129389447497,0.00036689999999452985,0.3563,0.36199999999999904,0.012187047535450786,0.008999999999996094
30,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.005007014999999982,0.004977300000000184,0.0007177975811538053,0.00018970000000138008,0.0017615733333333358,0.0017030999999999353,0.00031201483234763965,0.00011289999999988267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006768588333333317,0.006680400000000119,0.0010298124135014448,0.00030260000000126275,0.0,0.0,0.0,0.0
30,10,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0045483426229508475,0.0046414999999996095,0.0002994371309989675,0.00019094999999964574,0.0017923229508196707,0.0017209499999999876,0.000362117126582592,0.00010690000000010945,0.07580327868852457,0.07699999999999996,0.002276383294604579,0.00199999999999996,0.04932786885245902,0.05,0.0015603671884245436,0.00099999999999998,0.006340665573770518,0.006362449999999597,0.0006615542575815596,0.0002978499999997552,0.1251311475409836,0.12699999999999995,0.0038367504830291227,0.00299999999999994
30,20,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.004277608333333282,0.00432360000000358,0.0003328440971353418,0.0002411000000051896,0.0017900866666667049,0.0017114999999989777,0.00042278978017112315,0.00011320000000125674,0.13535,0.13799999999999954,0.0028813473372856445,0.001999999999999613,0.09063333333333333,0.09200000000000016,0.00244351740800077,0.0010000000000005005,0.006067694999999987,0.006035100000002558,0.000755633877306465,0.00035430000000644633,0.2259833333333333,0.2299999999999997,0.0053248647452864145,0.0030000000000001137
30,30,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.004072243333333366,0.004148499999996602,0.0003035443242995492,0.000231899999994312,0.0017872383333333156,0.0017013999999988983,0.00042117665032317454,7.769999999993602e-05,0.20211666666666667,0.20500000000000043,0.00485415582311833,0.0030000000000008353,0.13596666666666665,0.13799999999999954,0.004197004303049063,0.0030000000000001137,0.005859481666666682,0.0058498999999955,0.0007247209746227238,0.000309599999994248,0.3380833333333333,0.34299999999999997,0.009051160126167393,0.006000000000000949
30,40,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0037627149999999196,0.0037648999999873923,0.00035089841918422486,0.0002422000000024127,0.0019228983333332886,0.0016861000000005788,0.0012211288232610194,0.00011870000000158143,0.2743666666666667,0.277000000000001,0.006224233855148474,0.004999999999998284,0.1925166666666667,0.19500000000000028,0.006397919372491425,0.003999999999999199,0.005685613333333208,0.005450999999987971,0.0015720272424452441,0.00036090000000399414,0.46688333333333343,0.4720000000000013,0.012622153227639899,0.008999999999997482
